organisation_number,registered_charity_number,charity_name,charity_type,charity_activities,charity_registration_status,charity_reporting_status,charity_is_cio,date_of_registration,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_web,charity_contact_phone,charity_contact_email,charity_contact_postcode,latest_income,latest_expenditure,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,charity_gift_aid,charity_previously_excepted,charity_company_registration_number,charity_is_cdf_or_cif,charity_has_land,linked_charity_number,date_of_extract
208338,208338,FRIENDS OF ASHBURNHAM AND PENHURST CHURCHES,Trust,Financial support for Ashburnham and Penhurst Parish Churches,Registered,Submission Received,false,1962-09-22T00:00:00,Agmerhurst House,Kitchenham Road,Ashburnham,Battle,,,01424893607,friends@lookingforward.biz,TN33 9NB,918.0,20.0,2024-04-06T00:00:00,2025-04-05T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
208344,208344,MORLEY TRUST,Trust,Generable charitable purposes including supporting village organisations and the poor,Registered,Submission Received,false,1962-09-22T00:00:00,BOMBERS COTTAGE,LOWER GREEN,LEIGH,TONBRIDGE,,,01732832714,"",TN11 8RU,675.0,261.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
208422,208422,CHARITY OF COLONEL JOHN ROBERT CAMPBELL,Other,PROVISION OF FINANCIAL HELP TO THOSE IN NEED IN THE PARISH OF CHARING AND NEIGHBOURHOOD,Registered,Submission Received,false,1962-09-22T00:00:00,APPLEWOOD,THE HILL,CHARING,ASHFORD,,,01233713894,,TN27 0LU,1473.0,460.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
208446,208446,THE FELLOWSHIP OF ST NICHOLAS,Charitable company,"The principal business of the Fellowship of St Nicholas (FSN) is to support children and families, particulary those suffering the effects of poverty, disadvantage, neglect and abuse.",Registered,Submission Received,false,1962-09-22T00:00:00,ST NICHOLAS CENTRE,66 LONDON ROAD,ST. LEONARDS-ON-SEA,EAST SUSSEX,,www.fsncharity.co.uk,01424423683,enquiries@fsncharity.co.uk,TN37 6AS,1792751.0,1897778.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,00371615,,true,0,2026-06-05T00:00:00
208455,208455,THE COBTREE CHARITY TRUST LIMITED,Charitable company,"The principal activities during the year have been the continued maintenance, upkeep and development of Cobtree Manor Estate, and the support of charitable organisations within the area.",Registered,Submission Received,false,1962-09-22T00:00:00,3 Thurnham Oast,Aldington Lane,Thurnham,MAIDSTONE,,www.cobtreecharitytrust.org,07769585553,cobtreecharitytrust@outlook.com,ME14 3LL,185462.0,341124.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,00500208,,true,0,2026-06-05T00:00:00
208560,208560,JAFFE FAMILY RELIEF FUND,Other,"1. Grants to descendents of Daniel Jaffe and/or their wives, widows and widowers (world wide) in need. 2. UK charities to distribute to individuals in poverty, in the UK.",Registered,Submission Received,false,1962-11-06T00:00:00,24 MANOR WAY,BECKENHAM,,,,,02076024827,jfrf751@gmail.com,BR3 3LJ,67944.0,54392.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
208586,208586,BROOK AND HINXHILL VILLAGE HALL,Other,The operation and upkeep of Brook and Hinxhill village hall through fund raising activities.,Registered,Submission Received,false,1962-09-02T00:00:00,Spelders Beck,Spelders Hill,Brook,ASHFORD,Kent,www.brookvillagehall.org,01233812279,chacomike@hotmail.com,TN25 5PD,9764.0,8139.0,2023-10-01T00:00:00,2024-09-30T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
208705,208705,CRISPE SCHOOL AND EXHIBITION FOUNDATION,Other,"Makes grants to youth, 10 widows and youth organisations in the Parish of Birchington with Acol.",Registered,Submission Received,false,1962-09-22T00:00:00,8 NURSERY FIELDS,ACOL,BIRCHINGTON,,,,01843846651,the-crispe-charity@outlook.com,CT7 0JF,4620.0,10660.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
208780,208780,JOHN SAMUEL NEWLYN,Trust,Making grants to individuals and organisations in Staplehurst Kent.,Registered,Submission Received,false,1962-10-26T00:00:00,1 VINE HOUSE,HIGH STREET,STAPLEHURST,TONBRIDGE,,,01580890360,greenacre@madasafish.com,TN12 0AR,5713.0,8015.0,2024-03-16T00:00:00,2025-03-15T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
208883,208883,THE ASHBURTON PARK LODGE BENEVOLENT FUND,Trust,Collects contributions from members to distribute to other Charities,Registered,Submission Received,false,1962-09-22T00:00:00,Sarnia,Elm Walk,Farnborough,ORPINGTON,,,07802291639,davidchipping@btopenworld.com,BR6 8LX,1086.0,5766.0,2024-07-01T00:00:00,2025-06-30T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
208934,208934,HALE ALMSHOUSES,Other,Provides accommodation for elderly people of low means in 3 almshouses,Registered,Submission Received,false,1962-11-13T00:00:00,Peculiars,Newbridge,Colemans Hatch,Hartfield,,,01342822684,cleonestenhouse@hotmail.com,TN7 4ES,18600.0,5944.0,2025-01-01T00:00:00,2025-12-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
208940,208940,"THE RED HOUSE, STEPNEY (INCORPORATED)",Charitable company,"The company manages its freehold property, known as Hoppers, at Five Oak Green, Tonbridge, Kent. The premises are used by self-catering groups engaged in the relief of poverty from the East End of London and elsewhere",Registered,Submission Received,false,1962-09-22T00:00:00,Hoppers,Five Oak Green Road,Five Oak Green,TONBRIDGE,Kent,www.hopperskent.org,07774640256,hoppersbookings@gmail.com,TN12 6RL,34990.0,30811.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,00103592,,true,0,2026-06-05T00:00:00
208965,208965,THE SWAISLAND TRUST,Other,Provision of two flats for the benefit of the poor of the parish of Crayford.,Registered,Submission Received,false,1962-09-22T00:00:00,c/o St Paulinus Church Office,8a Iron Mill Lane,Crayford,Dartford,KENT,,01322557532,churchadmin@stpaulinus.co.uk,DA1 4RW,20545.0,37939.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
208966,208966,CRAYFORD ECCLESIASTICAL CHARITIES,Other,"The trust comprises three self-contained single floor cottages known as the almshouses, which are for aged and deserving poor single persons or couples who are communicant members of the Church of England. There are additional charity funds which augment the income of the almshouses. Annie Pim, Theodore Pim, and ER Stoneham are collectively known as the Crayford Ecclesiastical Charities.",Registered,Submission Received,false,1962-12-13T00:00:00,c/o St Paulinus Church Office,8a Iron Mill Lane,Crayford,Dartford,KENT,,01322557532,churchadmin@stpaulinus.co.uk,DA1 4RW,40393.0,20643.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209100,209100,TONBRIDGE UNITED CHARITY,Other,"Provision of accommodation for people ""who from age, ill health, accident or infirmity are wholly or in part unable to maintain themselves by their own exertions"".  The main activity is the management of the Five Gables cottages at Church Street, Tonbridge, Kent.",Registered,Submission Received,false,1962-09-22T00:00:00,24 Haydens Mews,TONBRIDGE,Kent,,,,01732363163,tonbridgeunitedcharity@outlook.com,TN9 1PZ,36470.0,23805.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209188,209188,ASHFORD PAROCHIAL CHARITIES,Other,The maintenance and repair of the fabric of the Parish Church of Ashford as well as utilising the income to benefit the poor of Ashford,Registered,Submission Received,false,1962-09-22T00:00:00,115 Faversham Road,Kennington,Ashford,,,,01233628999,lisawebb223@btinternet.com,TN24 9DE,57029.0,67845.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209189,209189,THE ASHFORD ALMSHOUSE CHARITY,Other,"The object of the charity is to provide housing accommodation for poor persons of good character who are inhabitants of Ashford, Kent.",Registered,Submission Received,false,1962-09-22T00:00:00,115 Faversham Road,Kennington,Ashford,,,,01233628999,lisawebb223@btinternet.com,TN24 9DE,59712.0,60738.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209190,209190,THOMAS TREHEARNE CHARITY,Other,FOR DESERVING POOR PARISHIONERS,Registered,Submission Received,false,1962-10-24T00:00:00,115 Faversham Road,Kennington,Ashford,,,,01233628999,lisawebb223@btinternet.com,TN24 9DE,0.0,0.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209192,209192,ROYAL SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS MEDWAY WEST BRANCH,Other,"We provide subsidised veterinary treatment for animals owned by local people on low income. We take in and rehome unwanted, abandoned and stray animals.We respond to enquires from the public on a whole range of animal welfare issues. We also provide volunteering opportunities for those who wish to support our work, including trusteeship, fundraising and providing work experience placements.",Registered,Submission Received,false,1962-10-29T00:00:00,174 Walderslade Road,Chatham,,,,www.rspcamedway.co.uk,01634681187,reception@rspcamedway.co.uk,ME5 0PQ,159620.0,164323.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209193,209193,ROYAL SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS KENT WEST BRANCH,Other,Promote kindness and suppress cruelty to animals. We are actively involved in the  rescue and re-homing of cats and kittens in our branch area.,Registered,Submission Received,false,1969-01-10T00:00:00,8 HAWDEN CLOSE,HILDENBOROUGH,TONBRIDGE,,,,01732 838758,treasurer@rspca-kentwest.org.uk,TN11 9BP,33636.0,40059.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209210,209210,THE BRASSEY TRUST,Other,"The Brassey Trust owns and maintains The Brassey Centre in order to support the work of St Peter and St Paul's Church, Aylesford.",Registered,Submission Received,false,1962-09-22T00:00:00,The Vicarage,Vicarage Close,AYLESFORD,Kent,,,01622717434,,ME20 7BB,24811.0,20279.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209221,209221,HOSPITALS OF ST BARTHOLOMEW AND ST JOHN,Other,Provide accommodation through Almshouse,Registered,Submission Received,false,1962-11-14T00:00:00,LAWRENCE &amp; CO,49 HIGH STREET,HYTHE,,,,01303266022,,CT21 5AD,50035.0,46690.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209230,209230,HAWTHORNE TRUST LIMITED,Charitable company,Provision of Christian Science nursing/care in residence (registered office) or in private individuals' homes. Maintaining a Christian Science Nurses Training Centre at the registered office.,Registered,Submission Received,false,1968-10-02T00:00:00,Hawthorne Trust Ltd,Charton Manor,Gorse Hill,Farningham,DARTFORD,www.chartonmanor.org,01322863116,mail@chartonmanor.org,DA4 0JT ,342661.0,953576.0,2023-10-01T00:00:00,2024-09-30T00:00:00,true,false,00293710,,true,0,2026-06-05T00:00:00
209243,209243,PERRIN'S CHARITY,Other,"For the residents of Wouldham near Rochester who:have lived in Wouldham for 10 years or moreare aged 70 years or overare known to be of good characterat the discretion of the Trustees, are known to be in need of financial assistance",Registered,Submission Received,false,1962-09-22T00:00:00,"Ringshill Farm,",WOULDHAM,ROCHESTER,,,www.PerrinsCharity,07974657788,catherine@ringshillfarm.co.uk,ME1 3TP,221.0,0.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209247,209247,THE ALMSHOUSE CHARITY OF WYNN ELLIS,Other,"Providing accomodation for elderly people in Whitstable, Kent.",Registered,Submission Received,false,1962-09-22T00:00:00,PO Box 1247,WHITSTABLE,Kent,,,,07784476512,woottonchar63@gmail.com,CT1 9UT,69791.0,56991.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209248,209248,PETLEY AND DEAKINS ALMSHOUSE CHARITY,Other,Almshouse with eight flats and two other flats in another building held as Almshouse flats,Registered,Submission Received,false,1963-05-23T00:00:00,13 Quarry Rise,TONBRIDGE,Kent,,,,07929 550214,petleyanddeakin@gmail.com,TN9 2PQ,50136.0,64449.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209310,209310,RAHERE LODGE BENEVOLENT FUND,Trust,Rahere (St Bartholomew's Hospital) Lodge members donate money for various charities especially for the sick and health related charities/organizations.,Registered,Submission Received,false,1962-09-22T00:00:00,98 THE HEIGHTS,FOXGROVE ROAD,BECKENHAM,,,,02086586660,,BR3 5BZ,665.0,50.0,2024-08-01T00:00:00,2025-07-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209365,209365,ROYAL SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS KENT ISLE OF THANET BRANCH,Other,"To promote the work and objects of the Royal Society for the Prevention of Cruelty to Animals (219099) with particular reference to the area of the branch, in accordance with the policies of the Society.",Registered,Submission Received,false,1962-09-22T00:00:00,R S P C A,Isle Thanet Animal Centre,Queensdown Road,Woodchurch,BIRCHINGTON,https://rspcathanet.org.uk,01843826179,info@rspcathanet.org.uk,CT7 0HG,474341.0,452860.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209429,209429,Friends of Hythe Dementia,Other,The Charity gives grants to support those suffering with Dementia and their carers.,Registered,Submission Received,false,1962-10-30T00:00:00,20 Frampton Road,Hythe,Kent,,,,01303862779,treasurer.friendshythedementia@gmail.com,CT21 6JP,1813.0,1423.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209446,209446,HAMPTON COTTAGES CHARITY,Other,Almshouse charity providing housing for needy elderly parishioners of Knockholt and Halstead in Kent.,Registered,Submission Received,false,1962-09-22T00:00:00,Verrington House,Old London Road,Knockholt,SEVENOAKS,Kent,,07765015407,hubblecaroline3@gmail.com,TN14 7LU,52798.0,70350.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209461,209461,THE WAKEFIELD BEQUEST,Other,"Small grants to persons in need, resident in the Borough of Hythe, Kent",Registered,Submission Received,false,1962-10-01T00:00:00,"Hythe Town Council, Council Offices",Oaklands,1 Stade Street,HYTHE,,www.hythetc.kentparishes.gov.uk/charities/,01303266152,admin@hythe-tc.gov.uk,CT21 6BG,1275.0,543.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209495,209495,THE COUNTESS OF THANET'S ALMSHOUSE CHARITY,Other,Provision of affordable housing,Registered,Submission Received,false,1962-09-22T00:00:00,The Grange,Church Street,HARTFIELD,East Sussex,,,01892770259,,TN7 4AG,36887.0,25335.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209496,209496,THE AMALGAMATED HARTFIELD CHARITIES,Other,"Relief of poverty in Hartfield parish, mainly by a small grant to local pensioners at Christmas time",Registered,Submission Received,false,1963-01-18T00:00:00,THE RECTORY,CHURCH STREET,HARTFIELD,,,,01892770436,,TN7 4AG,1123.0,0.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209504,209504,BIDDENDEN CONSOLIDATED CHARITY,Other,See Below,Registered,Submission Received,false,1962-09-28T00:00:00,72 North Street,Biddenden,Ashford,,,,01580291658,tglupton@gmail.com,TN27 8AS,16204.0,7424.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209529,209529,EMMA SIMMONS TRUST,Other,The Charity manages ten almshouses in Napleton Road in Ramsgate.,Registered,Submission Received,false,1962-09-22T00:00:00,2 Coastguard Cottages,Pegwell,RAMSGATE,Kent,,,01843 584547,randall615@talktalk.net,CT11 0NH,15853.0,56755.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209565,209565,EXCELSIOR LODGE NO 1155 BENEVOLENT FUND,Trust,"Please refer to the declaration at the foot of P4. We do not work with vulnerable beneficiaries but, as indicated at 203 above, we have on occasion assisted our members on behalf of their disabled/special needs dependants-but always direct with the member(s).",Registered,Submission Overdue,false,1962-09-22T00:00:00,18 MEDINA AVENUE,WHITSTABLE,,,,,01227261523,tfdole241@gmail.com,CT5 4EN,0.0,0.0,2023-07-01T00:00:00,2024-06-30T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209580,209580,ROYAL SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS KENT FOLKESTONE AND DISTRICT BRANCH,Other,"We have a clinic for those on benefits in the Folkestone and Hythe area. This clinic is based at Havelock House, 180 Dover Road, Folkestone, Kent. It operates three times a week. We also support neutering and microchipping in the area.",Registered,Submission Received,false,1965-04-29T00:00:00,RSPCA Kent-Folkestone&amp; District,Henwood House,Henwood,ASHFORD,Kent,www.rspcafolkestone.org.uk,07936911613,Folkestonedistrictrspca@gmail.com,TN24 8DH,36310.0,147762.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209598,209598,SIR EDMUND GREGORY SAMSON BURFORD ALFRED MANNERINGS KEMSLEY CHATHAM SICK POOR FUND,Other,Grants for goods and services in relief of poverty are made to families and individuals in need.  Applications on behalf of beneficiaries are considered from professionals and others working within the community.  Benefits are confined to beneficiaries residing in the former Borough of CHATHAM.,Registered,Submission Received,false,1962-09-22T00:00:00,18 Kingsway,Dymchurch,ROMNEY MARSH,Kent,,chathamcharities.org,07976258952,chathamcharities@gmail.com,TN29 0LY,37168.0,42798.0,2023-11-01T00:00:00,2024-10-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
209602,209602,CHARLES AMHERST'S ALMSHOUSES,Other,Maintenance of almshouses for elderly residents.,Registered,Submission Received,false,1962-09-22T00:00:00,7 Batchelors,Pembury,Tunbridge Wells,,Kent,,01892822936,nigelmstratton@gmail.com,TN2 4ED,33223.0,11769.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
209606,209606,GOSPEL ADVOCATE RELIEF FUND,Other,GARF is a grant making charity.,Registered,Submission Received,false,1962-09-22T00:00:00,38 Boscobel Road,ST. LEONARDS-ON-SEA,East Sussex,,,www.garf.org.uk,00000 000000,secretary@garf.org.uk,TN38 0LX,15065.0,32003.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
